Q12,Q14,Q10,Q16,Unnamed: 9,Unnamed: 10,Student Activity by Day in hours,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Avg course & student time &logins,Unnamed: 19,Unnamed: 20,Unnamed: 21,Student Activity by Item in the Course total time spent in hours,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Number of Times Accessed,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Initial Access Date/Time,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
List of Countries,"What is your year of birth (Just the year, e.g. 1995) ?",How do you describe yourself? - Selected Choice,What is your first degree subject area?,Student ID,Date Range- Week 2,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Student Time in Course,Avg Time Per User,Total items:,Total Logins,Assignments,Learning Materials,Module Information (Handbook(,Reading List,Week 1,Week 2,week 3 ,Assignments,Learning Materials,Module Information (Handbook),Reading List,Week 1,Week 2 ,Week 3,Assignments,Learning Materials,Module Information (Handbook),Reading List,Week 1,Week 2,week 3
Nigeria,2001,Female,CAH09-01	Mathematical sciences,53,10/10/22 - 16/10/22,0.018333333333333333,2.4513900000000004,0,0,0,0.8350000000000001,0,03:18:17,02:21:13,5,10,0,0.004443333333333333,0,0,0,2.2722233333333337,0.374445,0,6,0,0,1,4,1,,2022-10-10 18:43:43.179000,,,2022-10-10 18:43:46.346000,2022-10-11 11:29:35.961000,2022-10-15 14:03:09.093000
Nigeria,1979,Female,CAH11-01	Computing,54,10/10/22 - 16/10/22,1.606388333333333,1.2844450000000003,0.4325,0.019166666666666665,0,0,0.013333333333333334,03:21:21,02:21:13,4,7,0,0.005833333333333333,0,0,0.024166666666666666,2.164445,0,0,3,0,0,2,4,0,,2022-10-10 13:22:11.252000,,,2022-10-14 03:03:35.635000,2022-10-10 13:22:14.555000,
Nigeria,1986,Female,CAH10-03	Materials and technology,55,10/10/22 - 16/10/22,0.42694499999999996,0.5622216666666666,0,0,0,0,0,00:59:21,02:21:13,10,11,0,0.0013883333333333332,0.003055,0.013333333333333334,0.014445000000000001,0,0,0,3,2,2,1,1,0,,2022-10-10 03:45:52.877000,2022-10-11 15:18:54.596000,2022-10-10 03:44:53.915000,2022-10-10 03:45:54.977000,2022-10-11 15:32:24.674000,
Nigeria,1986,Female,CAH11-01	Computing,56,10/10/22 - 16/10/22,4.680278333333334,0,0,0.0063883333333333335,0.009166666666666667,0,0,04:41:45,02:21:13,2,4,0,0.0036100000000000004,0,0,0,1.2180549999999999,0,0,3,0,0,0,3,0,,2022-10-10 11:46:01.009000,,,,2022-10-10 11:46:04.318000,
Nigeria,1990,Female,CAH17-01	Business and management,57,10/10/22 - 16/10/22,0,0,0,0,0,0,0,00:00:00,02:21:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Nigeria,1992,Male,CAH03-01	Biosciences,58,10/10/22 - 16/10/22,0,2.163055,0,0.013611666666666668,0,0,0,02:10:36,02:21:13,3,4,0,0.0033333333333333335,0,0,1.6711116666666668,0,0,0,2,0,0,1,1,0,,2022-10-11 14:05:08.545000,,,2022-10-11 14:05:11.356000,2022-10-13 13:30:27.251000,
Sri Lanka,1991,Male,CAH10-01	Engineering,59,10/10/22 - 16/10/22,0,1.4602783333333336,0,0,0,0,0,01:27:37,02:21:13,2,2,0,0.0025,0,0,0.564445,0,0,0,2,0,0,2,0,0,,2022-10-11 14:03:23.919000,,,2022-10-11 14:03:26.657000,,
Viet Nam,1997,Female,CAH17-01	Business and management,60,10/10/22 - 16/10/22,0.09639,3.920555,0,0,0.14416666666666667,0.06027833333333334,3.0266666666666664,07:14:53,02:21:13,7,21,0,0.1969466666666667,0.0024983333333333333,0,0.9786116666666665,1.3044433333333332,0.0475,0,19,4,0,1,6,7,,2022-10-10 16:34:17.641000,2022-10-10 20:40:31.102000,,2022-10-11 14:17:15.010000,2022-10-10 16:34:18.955000,2022-10-14 21:49:57.238000
India,1993,Female,CAH10-01	Engineering,61,10/10/22 - 16/10/22,1.3638883333333331,1.5325016666666669,0,0,0,0,0,02:53:47,02:21:13,4,10,0,0.014723333333333333,0.004445,0.0016666666666666668,0,0.32638833333333334,0,0,9,1,1,0,8,0,,2022-10-10 17:03:52.557000,2022-10-10 17:08:48.790000,2022-10-10 17:08:42.364000,,2022-10-10 17:03:56.242000,
Turkey,1996,Male,CAH17-01	Business and management,62,10/10/22 - 16/10/22,0,1.0333333333333334,0,0,0,0.19305500000000003,0,01:13:35,02:21:13,6,10,0,0.075555,0.0011116666666666666,0.03333333333333333,0.0027783333333333336,0.23694333333333334,0,0,5,1,4,1,4,0,,2022-10-11 02:49:29.822000,2022-10-11 02:49:26.272000,2022-10-11 02:51:04.228000,2022-10-11 15:36:05.197000,2022-10-11 02:49:34.971000,
United Kingdom of Great Britain and Northern Ireland,1998,Female,CAH17-01	Business and management,63,10/10/22 - 16/10/22,0,3.136111666666667,0,0,0,0,0,03:08:10,02:21:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Iran,1989,Female,CAH15-04	Health and social care,64,10/10/22 - 16/10/22,0,0.5613883333333334,0,0,0,0,0,00:33:41,02:21:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Hong Kong (S.A.R.),2000,Male,"CAH13-01	Architecture, building and planning",65,10/10/22 - 16/10/22,0,0.5502766666666667,0,0,0,0,0,00:33:01,02:21:13,4,6,0,0.0016666666666666668,0,0,0.12472166666666666,0.24083333333333332,0,0,4,1,0,1,3,0,,2022-10-11 12:59:23.889000,2022-10-11 14:12:07.272000,,2022-10-11 14:13:07.731000,2022-10-11 12:59:25.524000,
Hong Kong (S.A.R.),1995,Female,"CAH15-01	Sociology, social policy and anthropology",66,10/10/22 - 16/10/22,0.005278333333333333,1.4383333333333332,0.03805499999999999,0.17944499999999997,0,0,0.0027783333333333336,01:39:50,02:21:13,8,14,0,0.1444433333333333,0.00027833333333333334,0,0,0.07555666666666667,0.017221666666666666,0,9,1,0,2,2,3,,2022-10-10 12:44:48.283000,2022-10-11 14:57:57.809000,,2022-10-10 12:44:51.334000,2022-10-11 14:58:01.016000,2022-10-13 21:03:53.672000
India,1987,Female,CAH17-01	Business and management,67,10/10/22 - 16/10/22,0.295,2.8711116666666667,0,3.056111666666667,0.003055,0,0,06:13:31,02:21:13,4,12,0,0.014445000000000001,0.001945,0,0,4.258333333333334,1.7066666666666668,0,13,3,0,0,16,1,,2022-10-10 22:01:33.552000,2022-10-10 22:01:30.010000,,,2022-10-10 22:01:36.413000,2022-10-13 21:34:14.858000
Myanmar,1996,Female,CAH11-01	Computing,68,10/10/22 - 16/10/22,0.3472216666666667,1.6458333333333333,0,0,0,0.003055,0,01:59:46,02:21:13,7,20,0,0.027221666666666665,0.0016666666666666668,0.0025,0.5411116666666665,0.6258333333333332,0,0,13,3,2,5,8,0,,2022-10-10 13:33:38.789000,2022-10-10 13:36:12.852000,2022-10-10 13:34:45.725000,2022-10-10 13:33:43.398000,2022-10-10 13:34:57.107000,
United Kingdom of Great Britain and Northern Ireland,1992,Male,CAH10-01	Engineering,69,10/10/22 - 16/10/22,0,7.048888333333333,0,0,0,0,0,07:02:56,02:21:13,4,4,0,0.001945,0.0008333333333333334,0,1.059445,0.025555,0,0,5,2,0,2,2,0,,2022-10-11 10:37:58.340000,2022-10-11 10:40:14.256000,,2022-10-11 10:38:28.060000,2022-10-11 10:37:59.814000,
Nigeria,1995,Male,CAH15-02	Economics,70,10/10/22 - 16/10/22,0,2.3455549999999996,0,0,0,0.049721666666666664,0.003055,02:23:53,02:21:13,6,9,0,0.01638833333333333,0.0008333333333333334,0.003888333333333333,1.22611,0.19638833333333333,0,0,16,2,2,5,8,0,,2022-10-11 13:37:58.564000,2022-10-11 14:07:00.513000,2022-10-11 13:38:46.353000,2022-10-11 14:12:02.169000,2022-10-11 13:38:02.217000,
Viet Nam,1998,Male,CAH15-02	Economics,71,10/10/22 - 16/10/22,2.503333333333333,0.12111166666666667,0,0,0,0,0,02:37:28,02:21:13,3,9,0,0.003055,0,0,0,1.83639,0,0,6,0,0,1,5,0,,2022-10-10 12:06:58.522000,,,2022-10-11 14:14:00.143000,2022-10-10 12:07:02.806000,
India,1984,Male,"CAH06-01	Agriculture, food and related studies",72,10/10/22 - 16/10/22,0,2.2877766666666663,0,0,0,1.9736116666666668,0,04:15:41,02:21:13,2,2,0,0.0008333333333333334,0,0,0,0.35611166666666666,0,0,1,0,0,0,1,0,,2022-10-11 15:19:15.623000,,,,2022-10-11 15:19:18.520000,
India,1997,Female,CAH10-01	Engineering,73,10/10/22 - 16/10/22,0.5002783333333334,2.0341666666666667,0,0,0,0,0,02:32:04,02:21:13,6,9,0,0.004445,0.0008333333333333334,0.19111166666666665,0.023055,0.007223333333333333,0,0,7,1,3,1,4,0,,2022-10-10 10:13:55.636000,2022-10-10 10:13:59.666000,2022-10-10 10:02:25.910000,2022-10-11 15:31:31.332000,2022-10-11 13:42:27.426000,
Sri Lanka,1986,Female,CAH17-01	Business and management,74,10/10/22 - 16/10/22,0,2.2555549999999998,0,0,0,0,0,02:15:20,02:21:13,2,2,0,0.0047216666666666665,0,0,0,0.35694499999999996,0,0,5,0,0,0,4,0,,2022-10-11 13:26:25.535000,,,,2022-10-11 13:26:32.095000,
Sri Lanka,1980,Male,CAH17-01	Business and management,75,10/10/22 - 16/10/22,1.3316666666666668,0.001945,0,0,0,0,0.550555,01:53:03,02:21:13,5,11,0,0.006666666666666667,0.0025,0,0.19472166666666668,1.5938883333333331,0.005,0,7,1,0,1,5,1,,2022-10-10 16:48:19.685000,2022-10-10 16:48:10.317000,,2022-10-10 16:50:22.176000,2022-10-10 16:48:28.769000,2022-10-16 11:44:19.387000
Poland,1996,Male,CAH02-05	Medical sciences,76,10/10/22 - 16/10/22,0,1.5911116666666667,0,0,0,0,0,01:35:28,02:21:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Sri Lanka,1990,Male,CAH17-01	Business and management,77,10/10/22 - 16/10/22,0,0.8702766666666667,0,0,0,0,0.013333333333333334,00:53:01,02:21:13,4,6,0,0.006390000000000001,0.006111666666666666,0.000555,0,0.5233333333333333,0,0,3,1,1,0,3,0,,2022-10-11 13:52:38.948000,2022-10-16 15:40:09.561000,2022-10-16 15:40:07.800000,,2022-10-11 13:52:40.111000,
Pakistan,1992,Male,CAH10-01	Engineering,78,10/10/22 - 16/10/22,0,0.006666666666666667,0,0,0.04888833333333333,0,0,00:03:20,02:21:13,4,4,0,0.004166666666666667,0.041945,0.00027833333333333334,0,0,0,0,1,1,1,0,0,0,,2022-10-14 10:27:27.575000,2022-10-14 10:27:49.956000,2022-10-14 10:27:45.843000,,,
India,1994,Female,CAH15-02	Economics,79,10/10/22 - 16/10/22,0.184445,1.014445,0,0,0,0,0,01:11:56,02:21:13,4,8,0,0.003335,0.015554999999999998,0,0.5280549999999999,0.36666666666666664,0,0,4,2,0,1,5,0,,2022-10-10 19:57:16.345000,2022-10-10 19:59:50.426000,,2022-10-11 14:05:09.901000,2022-10-10 19:57:19.919000,
Nigeria,1988,Male,CAH10-01	Engineering,80,10/10/22 - 16/10/22,0,0,0,0,0,0,0,00:00:00,02:21:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
India,1989,Female,CAH11-01	Computing,81,06/02/23 - 12/02/23,0,1.3202783333333334,0,0,0,0,0,01:19:13,01:36:41,3,3,0,0.001945,0.000555,0,0,1.3097216666666667,0,0,2,1,0,0,1,0,,2023-02-07 15:07:48.981000,2023-02-07 15:07:51.612000,,,2023-02-07 15:08:11.240000,
Nigeria,1985,Female,CAH09-01	Mathematical sciences,82,06/02/23 - 12/02/23,0,0.5850000000000001,0.15666666666666668,0,0,0,0,00:44:30,01:36:41,2,2,0,0.0013883333333333332,0,0,0,0.5819449999999999,0,0,1,0,0,0,1,0,,2023-02-07 15:36:29.209000,,,,2023-02-07 15:36:33.768000,
Nigeria,1996,Female,CAH07-01	Physics and astronomy,83,06/02/23 - 12/02/23,0,2.7419450000000003,0.07638833333333332,0,0,0.03166666666666666,0,02:51:00,01:36:41,5,13,0,0.01361,0.01,0,0.0011116666666666666,1.97,0.40527833333333335,0,15,1,0,1,6,4,,2023-02-07 14:45:58.671000,2023-02-07 14:46:09.065000,,2023-02-07 14:46:04.928000,2023-02-07 14:46:48.448000,2023-02-07 15:47:30.702000
India,1999,Male,CAH11-01	Computing,84,06/02/23 - 12/02/23,0,0.012778333333333334,0,0,0,0,0,00:00:46,01:36:41,3,3,0,0.0016666666666666668,0,0,0,0.003888333333333333,0.006666666666666667,0,2,0,0,1,1,0,,2023-02-07 11:32:23.030000,,,,2023-02-07 11:32:53.049000,2023-02-07 11:32:24.626000
Nigeria,1993,Male,"CAH02-02	Pharmacology, toxicology and pharmacy",85,06/02/23 - 12/02/23,0,0,0.014445000000000001,0,0.0016666666666666668,0,0.008333333333333333,00:01:28,01:36:41,3,5,0,0.008055,0,0,0,0.0036116666666666667,0,0,3,0,0,0,1,2,,2023-02-08 17:12:50.405000,,,,2023-02-08 17:13:08.927000,2023-02-08 17:13:23.905000
Cameroon,1997,Male,CAH10-03	Materials and technology,86,06/02/23 - 12/02/23,0,2.334166666666667,0,0,0,0,0,02:20:03,01:36:41,4,4,0,0.0047216666666666665,0,0,0.0016666666666666668,1.5650000000000002,0.7466666666666666,0,3,0,0,1,1,1,,2023-02-07 14:08:47.232000,,,2023-02-07 14:08:50.641000,2023-02-07 14:09:03.533000,2023-02-07 15:43:03.808000
Egypt,1996,Male,CAH10-01	Engineering,87,06/02/23 - 12/02/23,0,1.2352783333333335,0,0,0,0,0,01:14:07,01:36:41,4,4,0,0.0025,0.00027833333333333334,0,1.2202783333333334,0,0,0,2,1,0,1,1,0,,2023-02-07 09:39:50.276000,2023-02-07 10:53:24.602000,,2023-02-07 09:39:57.092000,2023-02-07 10:53:27.432000,
Nigeria,1980,Male,CAH10-01	Engineering,88,06/02/23 - 12/02/23,0,0.9958333333333333,0,0.22361166666666665,0,0.009721666666666665,0,01:13:45,01:36:41,3,6,0,0.021388333333333336,0,0,0,0.9288883333333333,0.16138833333333336,0,9,0,0,0,5,3,,2023-02-07 14:52:49.454000,,,,2023-02-07 14:53:36.408000,2023-02-07 15:47:14.572000
Thailand,1997,Male,CAH11-01	Computing,89,06/02/23 - 12/02/23,0,1.900555,0,0,0,0,0.15972166666666668,02:03:37,01:36:41,6,9,0,0.007500000000000001,0.0013883333333333332,0.0016666666666666668,0.00027833333333333334,1.4191666666666667,0.6174999999999999,0,4,2,1,1,2,2,,2023-02-07 14:18:29.115000,2023-02-12 17:59:35.018000,2023-02-12 17:59:40.146000,2023-02-12 17:59:33.846000,2023-02-07 14:18:36.843000,2023-02-07 15:43:26.765000
Pakistan,1995,Male,CAH11-01	Computing,90,06/02/23 - 12/02/23,0,1.433055,0,0,0,0,0,01:25:59,01:36:41,2,2,0,0.000555,0,0,0,1.4305549999999998,0,0,1,0,0,0,1,0,,2023-02-07 14:59:56.748000,,,,2023-02-07 14:59:58.643000,
Sri Lanka,1994,Male,CAH17-01	Business and management,91,06/02/23 - 12/02/23,0,1.2091666666666667,0,0,0,0,0.01638833333333333,01:13:32,01:36:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Nigeria,1992,Male,,92,06/02/23 - 12/02/23,0,1.2883333333333333,0,0,0,0,0.04861166666666667,01:20:13,01:36:41,4,6,0,0.009445000000000002,0,0,0.012221666666666665,0.738055,0.5394450000000001,0,8,0,0,1,2,3,,2023-02-07 12:20:48.654000,,,2023-02-12 13:30:05.513000,2023-02-07 12:21:00.045000,2023-02-07 15:06:35.110000
Sri Lanka,1986,Male,CAH11-01	Computing,93,06/02/23 - 12/02/23,0,1.9041666666666666,0,0,0,0,0,01:54:15,01:36:41,3,5,0,0.005556666666666667,0,0,0,1.8225,0,0,3,0,0,1,2,0,,2023-02-07 08:41:07.560000,,,2023-02-07 08:47:51.061000,2023-02-07 08:41:15.705000,
India,1984,Female,CAH10-01	Engineering,94,06/02/23 - 12/02/23,0.0036116666666666667,1.3266666666666667,0,0,0,0,0.4788883333333333,01:48:33,01:36:41,2,4,0,0.0036116666666666667,0,0,0,1.7816666666666667,0,0,3,0,0,0,3,0,,2023-02-07 15:07:03.379000,,,,2023-02-07 15:07:08.162000,
Nigeria,1980,Female,CAH03-01	Biosciences,95,06/02/23 - 12/02/23,0.06972166666666667,1.0586116666666667,0,0,0,0,0.3380566666666666,01:27:59,01:36:41,3,11,0,0.03666666666666667,0,0,0,0.6500016666666666,0.6977783333333334,0,9,0,0,0,5,3,,2023-02-06 20:06:23.526000,,,,2023-02-06 20:08:14.556000,2023-02-07 15:47:32.230000
Sri Lanka,1998,Male,CAH11-01	Computing,96,06/02/23 - 12/02/23,0.719445,2.0969450000000003,0,0.010555,0,0,0,02:49:37,01:36:41,8,11,0,0.3875,0.005833333333333333,0.0013883333333333332,0.6913883333333334,0.9902783333333333,0.708055,0,1,6,2,2,1,1,,2023-02-07 14:15:20.561000,2023-02-06 21:02:41.107000,2023-02-09 11:23:56.197000,2023-02-06 21:02:43.837000,2023-02-07 14:43:55.187000,2023-02-07 15:43:22.060000
Bolivia,1998,Male,CAH10-01	Engineering,97,06/02/23 - 12/02/23,3.8972216666666664,1.751945,0,0,0,0,0,05:38:57,01:36:41,4,6,0,0.004443333333333333,0,0,0.000555,4.6030549999999995,0,0,5,0,0,1,3,1,,2023-02-06 16:34:37.868000,,,2023-02-07 15:07:07.193000,2023-02-06 16:34:41.220000,2023-02-07 15:51:10.673000
Spain,1994,Female,"CAH24-01	Media, journalism and communications",98,06/02/23 - 12/02/23,0,0.7869449999999999,0,0,0,0,0,00:47:13,01:36:41,3,3,0,0.0016666666666666668,0,0,0,0.35361166666666666,0.42638833333333337,0,2,0,0,0,1,1,,2023-02-07 15:22:09.706000,,,,2023-02-07 15:22:11.877000,2023-02-07 15:43:29.470000
Turkey,1987,Male,CAH17-01	Business and management,99,06/02/23 - 12/02/23,0,1.9983333333333335,0,0,0.0033333333333333335,0,0.04638833333333333,02:02:53,01:36:41,3,4,0,0.007778333333333333,0,0,0,1.9838883333333333,0.04,0,3,0,0,0,2,1,,2023-02-07 14:15:43.368000,,,,2023-02-07 14:16:01.389000,2023-02-12 16:28:58.700000
Turkey,1990,Male,CAH15-02	Economics,100,06/02/23 - 12/02/23,0.015554999999999998,0.9952783333333333,0,0,0,0,0,01:00:39,01:36:41,2,4,0,0.0016666666666666668,0,0,0,1.003055,0,0,2,0,0,0,2,0,,2023-02-06 18:05:03.051000,,,,2023-02-06 18:05:04.570000,
Nigeria,1999,Male,CAH10-01	Engineering,101,06/02/23 - 12/02/23,0,1.3166666666666667,0,0,0,0,0,01:19:00,01:36:41,3,3,0,0.013055,0,0,0.0011116666666666666,1.2986116666666667,0,0,2,0,0,1,1,0,,2023-02-07 15:10:21.528000,,,2023-02-07 15:11:05.407000,2023-02-07 15:11:13.003000,
Nigeria,1995,Male,CAH07-01	Physics and astronomy,102,06/02/23 - 12/02/23,0,2.802778333333334,0,0,0,0,0.4938883333333334,03:17:48,01:36:41,4,7,0,0.005,0.000555,0,0,0.745555,1.1144433333333335,0,4,1,0,0,2,2,,2023-02-07 15:06:54.455000,2023-02-12 13:29:05.048000,,,2023-02-07 15:07:01.937000,2023-02-07 15:51:01.086000
Nigeria,1997,Female,CAH07-02	Chemistry,103,06/02/23 - 12/02/23,0,0.6961116666666667,0,0,0.009166666666666667,0,0,00:42:19,01:36:41,3,7,0,0.006943333333333333,0,0,0,0.001945,0.065555,0,5,0,0,0,2,2,,2023-02-07 15:48:45.244000,,,,2023-02-07 15:54:46.617000,2023-02-07 15:48:48.630000
Nigeria,1976,Male,CAH11-01	Computing,104,06/02/23 - 12/02/23,0,1.1316666666666668,0,0,0,1.3211116666666667,0.013055,02:27:57,01:36:41,3,8,0,0.00611,0,0,0,2.4361099999999998,0.008611666666666665,0,6,0,0,0,5,1,,2023-02-07 15:02:40.068000,,,,2023-02-07 15:02:43.165000,2023-02-12 20:54:27.588000
Sri Lanka,1977,Male,CAH09-01	Mathematical sciences,105,06/02/23 - 12/02/23,0,1.6947216666666665,0,0,0,0,0,01:41:41,01:36:41,2,2,0,0.0008333333333333334,0,0,0,1.693055,0,0,1,0,0,0,1,0,,2023-02-07 14:46:09.618000,,,,2023-02-07 14:46:12.835000,
Nigeria,1986,Female,CAH03-01	Biosciences,106,06/02/23 - 12/02/23,0,0,0,0,0,0.021945,0.02555666666666667,00:02:51,01:36:41,2,2,0,0.0027783333333333336,0,0,0,0,0.013333333333333334,0,1,0,0,0,0,1,,2023-02-11 11:39:08.472000,,,,,2023-02-11 11:39:18.749000
Bangladesh,1999,Male,CAH11-01	Computing,107,06/02/23 - 12/02/23,0.023888333333333334,1.6402783333333335,0,0.004166666666666667,0,0.3225,0,01:59:27,01:36:41,4,8,0,0.009166666666666667,0.22888833333333336,0,0,1.1638883333333332,0.32861000000000007,0,6,1,0,0,3,3,,2023-02-06 22:31:22.687000,2023-02-11 03:27:25.545000,,,2023-02-06 22:31:34.405000,2023-02-07 15:51:33.028000
India,1997,Female,CAH11-01	Computing,108,06/02/23 - 12/02/23,0.8319449999999999,1.7577783333333334,0,0,0,0,0.6261116666666666,03:12:57,01:36:41,3,7,0,0.005,0,0,0,1.974445,1.1875,0,5,0,0,0,3,2,,2023-02-06 12:58:49.412000,,,,2023-02-06 12:58:56.016000,2023-02-07 15:51:59.593000
United States of America,1997,Male,CAH03-02	Sport and exercise sciences,109,06/02/23 - 12/02/23,0,0.034721666666666665,0,0,0,0,0,00:02:05,01:36:41,1,1,0,0,0.0016666666666666668,0,0,0,0,0,0,2,0,0,0,0,,,2023-02-07 12:15:17.465000,,,,
United Kingdom of Great Britain and Northern Ireland,1998,Female,CAH03-01	Biosciences,110,06/02/23 - 12/02/23,0.013888333333333332,1.2941666666666667,0,0,0,0,0.5380550000000001,01:50:46,01:36:41,3,8,0,0.0063883333333333335,0,0,0,0.8355549999999999,0.9961116666666666,0,6,0,0,0,3,3,,2023-02-06 16:14:45.688000,,,,2023-02-06 16:14:49.063000,2023-02-07 15:42:14.674000
Nigeria,1980,Male,CAH15-02	Economics,111,09/10/23 - 15/10/23,0,0.7161116666666666,0.14666666666666667,0,0.2027783333333333,0,0.09388833333333334,01:09:34,01:44:23,7,13,0,0.042778333333333335,0,0.0036100000000000004,0.051111666666666666,0.6947233333333334,0.12277833333333334,0,8,0,3,4,2,1,,2023-10-10 13:34:24.026000,,2023-10-10 13:35:42.713000,2023-10-10 13:34:30.047000,2023-10-10 13:35:58.344000,2023-10-13 14:57:17.501000
Sri Lanka,1992,Female,CAH09-01	Mathematical sciences,112,09/10/23 - 15/10/23,0,0.004445,0,0,0,0.001945,0,00:00:23,01:44:23,3,4,0,0.0033333333333333335,0,0,0,0,0,0,2,0,0,0,1,1,,2023-10-10 15:11:58.674000,,,,2023-10-10 15:12:06.287000,2023-10-14 21:24:59.623000
Nigeria,1990,Male,CAH16-01	Law,113,09/10/23 - 15/10/23,0,0,0,0,0.008055,0,0,00:00:29,01:44:23,1,1,0,0.008055,0,0,0,0,0,0,1,0,0,0,0,0,,2023-10-13 08:50:30.941000,,,,,
Nigeria,1996,Female,CAH19-01	English studies,114,09/10/23 - 15/10/23,1.0336116666666666,0.27888833333333335,0,0,0,0,0,01:18:45,01:44:23,7,13,0,0.11333166666666666,0,0.176945,0.9777783333333333,0.013055,0,0,11,0,1,5,4,1,,2023-10-09 23:45:08.863000,,2023-10-10 12:10:06.788000,2023-10-09 23:50:43.059000,2023-10-09 23:51:21.217000,2023-10-10 15:53:32.254000
Nigeria,2001,Male,CAH07-01	Physics and astronomy,115,09/10/23 - 15/10/23,0.04722166666666667,2.8597216666666663,0,0,0.04777833333333334,0,0.5463883333333334,03:30:04,01:44:23,4,5,0,0.008055,0,0,0,0,0.4741666666666667,0,5,0,0,0,1,4,,2023-10-10 14:51:04.796000,,,,2023-10-10 14:51:10.437000,2023-10-15 15:55:01.990000
Ghana,1992,Male,CAH04-01	Psychology,116,09/10/23 - 15/10/23,0,0,0,0,0,0,0.011111666666666667,00:00:40,01:44:23,2,2,0,0.0033333333333333335,0,0,0,0,0,0,1,0,0,0,0,1,,2023-10-15 17:01:08.258000,,,,,2023-10-15 17:01:20.196000
Pakistan,1999,Female,CAH11-01	Computing,117,09/10/23 - 15/10/23,0,1.5316666666666667,0,0,0,0,0,01:31:54,01:44:23,2,2,0,0.0027783333333333336,0,0,0,1.5236116666666668,0,0,1,0,0,0,1,0,,2023-10-10 15:33:56.890000,,,,2023-10-10 15:34:06.436000,
Myanmar,1991,Female,CAH17-01	Business and management,118,09/10/23 - 15/10/23,0,3.8366666666666664,0,0,0,0,0,03:50:12,01:44:23,3,3,0,0.000555,0,0,0,1.4708333333333334,0,0,1,0,0,0,1,0,,2023-10-10 15:32:31.372000,,,,2023-10-10 15:32:33.439000,
Nigeria,1994,Male,"CAH26-01 Geography, earth and environmental studies",119,09/10/23 - 15/10/23,0,1.3166666666666667,0.0027783333333333336,0.03833333333333333,0,0,0,01:21:28,01:44:23,6,10,0,0.011388333333333332,0,0.015278333333333335,1.1361116666666669,0.07583333333333334,0,0,5,0,3,4,2,0,,2023-10-10 14:06:22.253000,,2023-10-10 14:15:08.371000,2023-10-10 14:06:25.156000,2023-10-10 14:10:23.660000,
United Kingdom of Great Britain and Northern Ireland,2000,Male,CAH04-01	Psychology,120,09/10/23 - 15/10/23,0,0,0,0,0,0,0,00:00:00,01:44:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
United Kingdom of Great Britain and Northern Ireland,2002,Male,CAH11-01	Computing,121,09/10/23 - 15/10/23,0,0,0,0,0,0,0,00:00:00,01:44:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Poland,2001,Male,CAH17-01	Business and management,122,09/10/23 - 15/10/23,0.0027783333333333336,1.7861116666666668,1.6041666666666667,0,0.49055499999999996,0,0,03:53:01,01:44:23,6,7,0,0.0033333333333333335,0,0,0,1.7816666666666667,0.010833333333333334,0,3,0,0,0,2,1,,2023-10-10 12:21:51.273000,,,,2023-10-10 12:21:53.971000,2023-10-13 12:25:46.351000
Iran,1982,Male,CAH10-01	Engineering,123,09/10/23 - 15/10/23,0,1.2316666666666667,0,0,2.7047216666666665,0.013333333333333334,0,03:56:59,01:44:23,5,11,0,1.2069433333333335,0,0,2.0969450000000003,0.007500000000000001,0.008333333333333333,0,6,0,0,1,2,3,,2023-10-10 15:53:46.523000,,,2023-10-13 22:25:54.330000,2023-10-14 00:31:42.881000,2023-10-14 01:07:54.939000
Malaysia,1992,Male,CAH17-01	Business and management,124,09/10/23 - 15/10/23,0,1.18389,0,0,0,0,0.0025,01:11:11,01:44:23,4,7,0,0.004168333333333333,0,0,0.8733333333333333,0.30194499999999996,0,0,6,0,0,1,4,1,,2023-10-10 12:12:32.105000,,,2023-10-10 14:17:00.524000,2023-10-10 12:12:36.180000,2023-10-15 12:48:59.868000
United Kingdom of Great Britain and Northern Ireland,1987,Male,CAH10-01	Engineering,125,09/10/23 - 15/10/23,0.7305550000000001,0.07055499999999999,0,0,0,0.012778333333333334,0,00:48:50,01:44:23,4,13,0,0.007498333333333333,0,0,0.7344449999999999,0.011388333333333332,0.006111666666666666,0,11,0,0,3,4,3,,2023-10-09 20:25:04.558000,,,2023-10-09 20:25:06.183000,2023-10-10 12:09:24.431000,2023-10-10 15:47:46.893000
