total_marks,list_of_countries,what_is_your_year_of_birth_just_the_year,how_do_you_describe_yourself___selected_choice,what_is_your_first_degree_subject_area,student_id,date_range,monday,tuesday,wednesday,thursday,friday,saturday,sunday,student_time_in_course,avg_time_per_user,total_items,total_logins,std_act_assignments,std_act_learning_materials,std_act_module_information_handbook,std_act_reading_list,std_act_week1,std_act_week2,no_of_times_accessed_assignments,no_of_times_accessed_learning_materials,no_of_times_accessed_module_information_handbook,no_of_times_accessed_reading_list,no_of_times_week1,no_of_times_week2,initial_access_assignments,initial_access_learning_materials,initial_access_information_handbook,initial_access_reading_list,initial_access_week1,initial_access_week2,main_week,std_act_week3,no_of_times_week3,initial_access_week3,std_act_df5,no_of_times_week4,initial_access_week4,std_act_week4,std_act_week5,std_act_week6,std_act_week7,no_of_times_week5,no_of_times_week6,no_of_times_week7,initial_access_week5,initial_access_week6,initial_access_week7,std_act_week8,no_of_times_week8,initial_access_week8,std_act_week9,no_of_times_week9,initial_access_week9,std_act_week10,no_of_times_week10,initial_access_week10,std_act_week_11_feedback,no_of_times_week11_feedback,initial_access_week11_feedback
65.0,Pakistan,1993,Male,CAH11-01	Computing,38,31/10/22 - 06/11/22,0.0,0.004166666666666667,0.04027833333333333,0.29611166666666666,0.003055,0.0,0.0,00:20:37,02:07:03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.0,Pakistan,1991,Female,CAH11-01	Computing,39,31/10/22 - 06/11/22,0.0,4.271943333333334,0.0016666666666666668,0.0,0.0,0.0,0.0,04:16:25,02:07:03,5,5,0.0,0.010555,0.0,0.0,0.0,0.0,0,2,0,0,0,0,NA,2022-11-01 15:38:24.858000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.005,0.0,NA,1,1,NA,2022-11-01 15:38:29.903000,2022-11-01 15:39:20.849000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.0,Sri Lanka,1996,Male,CAH17-01	Business and management,40,31/10/22 - 06/11/22,0.0,0.0,1.9538883333333332,0.0,0.0,0.0,0.0,01:57:14,02:07:03,1,1,0.0,0.0008333333333333334,0.0,0.0,0.0,0.0,0,2,0,0,0,0,NA,2022-11-02 21:00:05.808000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.0,India,1992,Male,CAH15-02	Economics,41,31/10/22 - 06/11/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,02:07:03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83.0,United Kingdom of Great Britain and Northern Ireland,1975,Female,CAH07-01	Physics and astronomy,42,31/10/22 - 06/11/22,0.015000000000000001,2.19111,0.0,0.2027783333333333,0.0,0.0,0.0,02:24:32,02:07:03,4,7,0.0,0.0027766666666666664,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2022-10-31 16:26:43.691000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.003888333333333333,NA,2,2,NA,2022-10-31 16:26:45.673000,2022-11-03 13:44:50.741000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.0,Sri Lanka,1990,Female,CAH17-01	Business and management,43,31/10/22 - 06/11/22,0.0,0.6622216666666667,0.445555,0.0,0.0,0.0,0.0,01:06:28,02:07:03,4,6,0.0,0.005278333333333333,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2022-11-01 09:09:18.022000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.034444999999999996,0.014721666666666666,NA,2,3,NA,2022-11-01 09:09:21.038000,2022-11-01 15:32:55.977000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76.0,Malaysia,1993,Male,CAH17-01	Business and management,44,31/10/22 - 06/11/22,0.0,2.6708333333333334,0.0,0.0,0.0011116666666666666,0.0,0.0,02:40:19,02:07:03,6,7,0.0,0.12138833333333333,0.0011116666666666666,0.0,0.0,0.0,0,8,2,0,0,0,NA,2022-11-01 13:42:45.288000,2022-11-01 15:13:55.998000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.48027833333333336,0.016666666666666666,NA,2,4,NA,2022-11-01 13:42:48.470000,2022-11-01 14:04:56.939000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67.0,Thailand,1993,Male,CAH10-01	Engineering,45,31/10/22 - 06/11/22,0.016111666666666666,3.0055549999999998,0.0,0.0,0.0,0.0,0.0027783333333333336,03:01:28,02:07:03,4,4,0.0,0.005,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2022-11-01 14:08:02.271000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.9077783333333332,0.0033333333333333335,NA,2,2,NA,2022-11-01 14:08:11.785000,2022-11-01 15:19:22.067000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.0,India,1994,Male,CAH17-01	Business and management,46,31/10/22 - 06/11/22,0.0,0.04833333333333333,0.26833333333333337,0.0,0.0,1.49361,0.0,01:48:37,02:07:03,3,9,0.0,0.005556666666666667,0.0,0.0,0.0,0.0,0,3,0,0,0,0,NA,2022-11-05 12:26:26.760000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.03666833333333333,NA,0,5,NA,NA,2022-11-02 15:42:35.940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.0,United Kingdom of Great Britain and Northern Ireland,1997,Female,"CAH26-01 Geography, earth and environmental studies",47,31/10/22 - 06/11/22,3.508888333333333,0.0,0.0,0.18861166666666665,0.0,0.0,0.0,03:41:51,02:07:03,5,8,0.0,0.007500000000000001,0.00027833333333333334,0.0,0.0,0.0,0,5,1,0,0,0,NA,2022-10-31 12:19:58.624000,2022-10-31 12:19:57.795000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,3.478055,0.001945,NA,3,2,NA,2022-10-31 12:20:00.760000,2022-11-03 11:00:24.454000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.0,Malaysia,1992,Male,CAH25-01	Creative arts and design,48,31/10/22 - 06/11/22,0.0,1.376945,0.05527833333333333,0.0,0.0,0.0,0.0,01:25:56,02:07:03,4,4,0.0,0.0027783333333333336,0.0,0.0,0.0,0.0,0,2,0,0,0,0,NA,2022-11-01 10:45:24,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,1,2022-11-01 10:46:56.174000,0.005833333333333333,0.023055,0.0,NA,1,0,NA,2022-11-01 10:45:30.406000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68.0,Nigeria,1984,Female,CAH11-01	Computing,49,31/10/22 - 06/11/22,0.0,0.2808333333333334,0.21083333333333334,0.0,0.0,0.0,1.1366666666666667,01:37:42,02:07:03,8,12,0.0,0.13833333333333334,0.09861166666666668,0.0016666666666666668,0.0,0.0,0,5,1,2,0,0,NA,2022-11-01 11:16:55.215000,2022-11-01 15:44:59.528000,2022-11-01 11:17:41.044000,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.007221666666666667,0.9011116666666666,NA,1,3,NA,2022-11-01 11:17:07.757000,2022-11-01 15:44:11.589000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57.0,Nigeria,1992,Male,CAH11-01	Computing,50,31/10/22 - 06/11/22,0.0,2.9858333333333333,0.0,0.0,0.0,0.0,0.0,02:59:09,02:07:03,3,3,0.0,0.001945,0.0,0.0,0.0,0.0,0,1,0,0,0,0,NA,2022-11-01 15:44:45.079000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,1.2283333333333333,NA,0,2,NA,NA,2022-11-01 15:44:52.406000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67.0,Nigeria,1998,Female,CAH16-01	Law,51,31/10/22 - 06/11/22,0.0,1.1466666666666667,0.0,0.4972233333333333,0.0,0.020555,0.0,01:39:52,02:07:03,3,4,0.0,0.009445000000000002,0.0,0.0,0.0,0.0,0,1,0,0,0,0,NA,2022-11-04 00:04:44.356000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.005278333333333333,NA,0,1,NA,NA,2022-11-04 00:05:18.058000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.0,Nigeria,1991,Female,CAH10-03	Materials and technology,52,31/10/22 - 06/11/22,0.0,1.4533333333333334,0.009721666666666665,0.0,0.0,0.0,0.0,01:27:47,02:07:03,5,8,0.0,0.0016666666666666668,0.0013883333333333332,0.0,0.0,0.0,0,1,1,0,0,0,NA,2022-11-01 14:38:09.181000,2022-11-01 14:38:04.202000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0025,NA,0,1,NA,NA,2022-11-01 14:38:14.813000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67.0,Nigeria,2001,Female,CAH09-01	Mathematical sciences,53,31/10/22 - 06/11/22,0.8647216666666666,2.8777783333333335,0.0,0.0,0.0,0.0,0.16194499999999998,03:54:16,02:07:03,5,9,0.0,0.007778333333333333,0.0016666666666666668,0.0,0.0,0.0,0,6,1,0,0,0,NA,2022-10-31 10:51:07.462000,2022-11-06 18:07:44.352000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.9436116666666667,2.1597216666666665,NA,3,4,NA,2022-10-31 10:51:11.767000,2022-11-01 14:22:46.453000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68.0,Nigeria,1979,Female,CAH11-01	Computing,54,31/10/22 - 06/11/22,0.09416666666666668,4.246111666666667,0.0,0.0,0.0,0.026388333333333337,0.0,04:22:00,02:07:03,6,10,0.0,0.7677766666666667,0.0036116666666666667,0.0,0.0,0.0,0,13,3,0,0,0,NA,2022-10-31 16:35:46.336000,2022-11-01 14:15:25.778000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,2.664445,0.19638833333333333,NA,4,5,NA,2022-10-31 16:35:51.408000,2022-11-01 14:49:47.760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.0,Nigeria,1986,Female,CAH10-03	Materials and technology,55,31/10/22 - 06/11/22,0.0,0.24416666666666667,0.0016666666666666668,0.111945,0.0,0.0,0.0,00:21:28,02:07:03,5,7,0.0,0.007223333333333333,0.0,0.0,0.0,0.0,0,5,1,0,0,0,NA,2022-11-01 15:49:47.619000,2022-11-03 19:48:48.096000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.14611000000000002,0.010555,NA,3,2,NA,2022-11-01 15:49:51.785000,2022-11-03 19:44:26.481000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.0,Nigeria,1986,Female,CAH11-01	Computing,56,31/10/22 - 06/11/22,0.0,1.5327783333333334,0.0,0.0,0.0,0.0,0.0,01:31:58,02:07:03,4,4,0.0,0.0036116666666666667,0.0,0.0,0.0,0.0,0,3,0,0,0,0,NA,2022-11-01 15:32:54.740000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.15722166666666668,0.9863883333333334,NA,2,2,NA,2022-11-01 15:33:00.206000,2022-11-01 16:01:42.888000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55.0,Nigeria,1990,Female,CAH17-01	Business and management,57,31/10/22 - 06/11/22,0.0,1.7044433333333333,0.0,0.0,0.0,0.0,0.0,01:42:16,02:07:03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.0,Nigeria,1992,Male,CAH03-01	Biosciences,58,31/10/22 - 06/11/22,0.0,2.2819450000000003,0.0,0.0,0.0,0.0,0.0,02:16:55,02:07:03,3,3,0.0,0.0027783333333333336,0.0,0.0,0.0,0.0,0,2,0,0,0,0,NA,2022-11-01 15:45:52.492000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,1.6719450000000002,NA,0,2,NA,NA,2022-11-01 15:45:55.074000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.0,Sri Lanka,1991,Male,CAH10-01	Engineering,59,31/10/22 - 06/11/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,02:07:03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59.0,Viet Nam,1997,Female,CAH17-01	Business and management,60,31/10/22 - 06/11/22,0.010555,1.880555,2.5363883333333335,1.3063883333333333,0.9188883333333333,0.0011116666666666666,0.0,06:39:13,02:07:03,8,25,0.0,0.1780533333333333,0.0011116666666666666,0.00027833333333333334,0.0,0.0,0,20,2,1,0,0,NA,2022-10-31 14:57:51.448000,2022-11-01 15:33:19.555000,2022-11-01 14:05:44.767000,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.8947216666666667,1.1697216666666665,NA,3,12,NA,2022-10-31 14:57:53.234000,2022-11-01 14:04:46.187000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.0,India,1993,Female,CAH10-01	Engineering,61,31/10/22 - 06/11/22,0.01361,1.424445,0.004166666666666667,0.0,0.015554999999999998,0.0,0.10222166666666667,01:33:35,02:07:03,3,3,0.0,0.001945,0.0,0.0,0.0,0.0,0,1,0,0,0,0,NA,2022-10-31 08:47:34.831000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,1,0,NA,NA,2022-10-31 08:47:42.209000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.0,Turkey,1996,Male,CAH17-01	Business and management,62,31/10/22 - 06/11/22,0.0,0.006944999999999999,0.0,0.0,0.0,0.0,0.49444499999999997,00:30:05,02:07:03,3,3,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0,2,0,0,0,0,NA,2022-11-06 23:02:53.097000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.013055,NA,0,4,NA,NA,2022-11-06 23:02:57.131000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78.0,United Kingdom of Great Britain and Northern Ireland,1998,Female,CAH17-01	Business and management,63,31/10/22 - 06/11/22,0.0,3.560555,0.005555000000000001,0.0,0.0,0.0,0.0,03:33:58,02:07:03,1,1,0.0,0.07027833333333335,0.0,0.0,0.0,0.0,0,1,0,0,0,0,NA,2022-11-01 18:47:55.973000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61.0,Iran,1989,Female,CAH15-04	Health and social care,64,31/10/22 - 06/11/22,0.0,0.5088883333333334,0.0,0.0,0.0,0.0,1.4302783333333335,01:56:21,02:07:03,5,9,0.0,0.003055,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2022-11-01 14:50:05.019000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,1,2022-11-01 14:50:08.025000,0.05777833333333334,0.003888333333333333,0.036388333333333335,NA,2,3,NA,2022-11-06 17:56:03.668000,2022-11-01 15:01:10.340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55.0,Hong Kong (S.A.R.),2000,Male,"CAH13-01	Architecture, building and planning",65,31/10/22 - 06/11/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,02:07:03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.0,Hong Kong (S.A.R.),1995,Female,"CAH15-01	Sociology, social policy and anthropology",66,31/10/22 - 06/11/22,0.0,1.9397216666666666,0.012778333333333334,0.0,0.0,0.0,0.02389,01:58:35,02:07:03,5,11,0.0,0.006390000000000001,0.0008333333333333334,0.0,0.0,0.0,0,9,1,0,0,0,NA,2022-11-01 13:50:06.468000,2022-11-06 11:59:04.943000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.034721666666666665,0.009166666666666667,NA,1,6,NA,2022-11-01 15:01:21.038000,2022-11-01 13:50:10.415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58.0,India,1987,Female,CAH17-01	Business and management,67,31/10/22 - 06/11/22,0.07972166666666666,3.811111666666667,0.04138833333333333,0.0,0.0,0.0,0.0,03:55:56,02:07:03,7,16,0.0,0.011111666666666667,0.00111,0.0027783333333333336,0.0,0.0,0,7,2,1,0,0,NA,2022-10-31 22:59:35.107000,2022-10-31 22:59:32.614000,2022-11-02 08:40:23.221000,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.03916666666666667,0.0030566666666666663,NA,4,2,NA,2022-10-31 22:59:38.414000,2022-11-01 16:01:46.656000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.0,Myanmar,1996,Female,CAH11-01	Computing,68,31/10/22 - 06/11/22,0.0,0.6572216666666667,0.0,0.0,0.0,0.0,0.0,00:39:26,02:07:03,3,3,0.0,0.0027783333333333336,0.0,0.0,0.0,0.0,0,3,0,0,0,0,NA,2022-11-01 16:54:38.605000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.003055,0.010555,NA,1,1,NA,2022-11-01 16:55:23.074000,2022-11-01 16:54:41.803000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.0,United Kingdom of Great Britain and Northern Ireland,1992,Male,CAH10-01	Engineering,69,31/10/22 - 06/11/22,0.0,0.124445,0.0,0.0,0.0,0.0,0.0,00:07:28,02:07:03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.0,Nigeria,1995,Male,CAH15-02	Economics,70,31/10/22 - 06/11/22,0.042221666666666664,0.52,0.0,0.0,0.004445,0.0,0.0,00:34:00,02:07:03,3,5,0.0,0.0025,0.0,0.0,0.0,0.0,0,2,0,0,0,0,NA,2022-11-01 16:07:20.300000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0033333333333333335,NA,0,2,NA,NA,2022-11-01 16:07:23.955000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.0,Viet Nam,1998,Male,CAH15-02	Economics,71,31/10/22 - 06/11/22,0.019444999999999997,1.0297216666666666,0.0008333333333333334,0.001945,1.4427783333333335,0.0,0.0,02:29:41,02:07:03,7,10,0.0,0.0033333333333333335,0.0063883333333333335,0.0,0.007500000000000001,0.0033333333333333335,0,6,1,0,1,2,NA,2022-10-31 22:43:34.321000,2022-11-01 13:43:38.824000,NA,2022-11-01 13:42:59.788000,2022-11-01 13:42:58.182000,week_fve,0.0,0,NA,NA,0,NA,0.0,0.6911116666666666,0.164445,NA,2,2,NA,2022-10-31 22:43:35.757000,2022-11-01 15:47:34.376000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.0,India,1984,Male,"CAH06-01	Agriculture, food and related studies",72,31/10/22 - 06/11/22,0.0,2.153888333333333,0.2772216666666667,0.7166666666666667,0.0,0.014445000000000001,0.0,03:09:44,02:07:03,3,9,0.0,0.007221666666666667,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2022-11-01 15:50:14.373000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,1.7252783333333332,NA,0,5,NA,NA,2022-11-01 15:50:19.538000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.0,India,1997,Female,CAH10-01	Engineering,73,31/10/22 - 06/11/22,0.019166666666666665,2.4527783333333337,3.783888333333333,0.0,0.0,0.0,0.0,06:15:21,02:07:03,4,5,0.0,0.0025,0.0,0.0,0.0,0.0,0,3,0,0,0,0,NA,2022-11-01 14:07:03.027000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,1.3608333333333333,0.8991666666666667,NA,2,1,NA,2022-11-01 14:07:08.507000,2022-11-02 09:17:18.086000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.0,Sri Lanka,1986,Female,CAH17-01	Business and management,74,31/10/22 - 06/11/22,0.025,3.385,1.2216666666666667,0.0,0.0,0.0,0.0,04:37:54,02:07:03,9,13,0.0,0.025278333333333333,0.00889,0.000555,0.0,0.0,0,8,3,1,0,0,NA,2022-11-01 11:03:06.045000,2022-11-01 12:57:04.722000,2022-11-02 09:05:36.335000,NA,NA,week_fve,0.0,0,NA,NA,1,2022-11-01 15:33:47.570000,0.0016666666666666668,0.17083333333333334,0.27749999999999997,NA,3,9,NA,2022-11-01 11:03:08.503000,2022-11-01 15:46:15.974000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.0,Sri Lanka,1980,Male,CAH17-01	Business and management,75,31/10/22 - 06/11/22,0.0,0.05722333333333333,0.034444999999999996,0.0,0.0,0.0,0.0,00:05:30,02:07:03,1,1,0.0,0.0027783333333333336,0.0,0.0,0.0,0.0,0,1,0,0,0,0,NA,2022-11-01 14:20:13.687000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61.0,Poland,1996,Male,CAH02-05	Medical sciences,76,31/10/22 - 06/11/22,0.1680566666666667,1.6455566666666668,0.0,0.0,0.0,0.0,0.0,01:48:49,02:07:03,5,7,0.0,0.0016666666666666668,0.020556666666666668,0.0,0.0,0.0,0,3,2,0,0,0,NA,2022-10-31 13:03:08.712000,2022-11-01 13:53:25.386000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.011945,1.2127783333333333,NA,1,1,NA,2022-10-31 13:03:10.719000,2022-11-01 15:58:34.253000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77.0,Sri Lanka,1990,Male,CAH17-01	Business and management,77,31/10/22 - 06/11/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,02:07:03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.0,Pakistan,1992,Male,CAH10-01	Engineering,78,31/10/22 - 06/11/22,0.0,0.0,0.01583333333333333,0.0,0.0,0.0,0.0,00:00:57,02:07:03,2,2,0.0,0.001945,0.0,0.0,0.0,0.0,0,1,0,0,0,0,NA,2022-11-02 11:30:37.732000,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0022216666666666665,NA,0,1,NA,NA,2022-11-02 11:30:44.526000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.0,India,1994,Female,CAH15-02	Economics,79,31/10/22 - 06/11/22,0.0,0.0,0.0,0.036388333333333335,0.0,0.0,0.0,00:02:11,02:07:03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.0,0.0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.0,Nigeria,1988,Male,CAH10-01	Engineering,80,31/10/22 - 06/11/22,0.0,0.22222166666666668,0.0,0.0,0.0,0.0,0.0,00:13:20,02:07:03,4,5,0.0,0.008888333333333333,0.0,0.0,0.061388333333333336,0.0,0,5,0,0,1,1,NA,2022-11-01 01:31:31.561000,NA,NA,2022-11-01 01:31:34.841000,2022-11-01 01:35:19.296000,week_fve,0.0,0,NA,NA,0,NA,0.0,0.013055,0.0,NA,2,0,NA,2022-11-01 12:14:10.973000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73.0,India,1989,Female,CAH11-01	Computing,81,27/02/23 - 05/03/23,0.06472166666666666,1.8319450000000002,0.0,0.468055,0.0,0.0,0.11777833333333333,02:28:57,01:54:07,8,15,0.0,0.01583333333333333,0.20861166666666664,0.07222166666666666,0.0,0.0,0,10,2,2,0,0,NA,2023-02-28 14:10:55.480000,2023-03-02 12:57:04.002000,2023-03-05 20:50:02.430000,NA,NA,week_fve,0.0,0,NA,NA,1,2023-02-28 15:30:38.880000,0.0011116666666666666,1.304445,0.755,NA,2,6,NA,2023-02-28 14:11:07.166000,2023-02-28 15:20:05.201000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.6,Nigeria,1985,Female,CAH09-01	Mathematical sciences,82,27/02/23 - 05/03/23,0.0,2.9022216666666667,0.0,0.0,0.0,0.0,0.0,02:54:08,01:54:07,3,3,0.0,0.0016666666666666668,0.004445,0.0,0.0,0.0,0,1,1,0,0,0,NA,2023-02-28 15:31:55.817000,2023-02-28 15:31:39.727000,NA,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.5961116666666667,0.0,NA,1,0,NA,2023-02-28 15:32:01.979000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.2,Nigeria,1996,Female,CAH07-01	Physics and astronomy,83,27/02/23 - 05/03/23,0.0,0.0,0.0,0.0,0.0,0.0,0.7236116666666667,00:43:25,01:54:07,5,8,0.0,0.01639,0.13777833333333334,0.0011116666666666666,0.0,0.0,0,13,3,1,0,0,NA,2023-03-05 10:30:51.673000,2023-03-05 11:02:18.171000,2023-03-05 11:02:08.956000,NA,NA,week_fve,0.0,0,NA,NA,0,NA,0.0,0.008055,0.5525,NA,4,8,NA,2023-03-05 10:30:57.787000,2023-03-05 10:31:09.275000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
