total_marks,list_of_countries,what_is_your_year_of_birth_just_the_year,how_do_you_describe_yourself___selected_choice,what_is_your_first_degree_subject_area,student_id,date_range,monday,tuesday,wednesday,thursday,friday,saturday,sunday,student_time_in_course,avg_time_per_user,total_items,total_logins,std_act_assignments,std_act_learning_materials,std_act_module_information_handbook,std_act_reading_list,std_act_week1,std_act_week2,no_of_times_accessed_assignments,no_of_times_accessed_learning_materials,no_of_times_accessed_module_information_handbook,no_of_times_accessed_reading_list,no_of_times_week1,no_of_times_week2,initial_access_assignments,initial_access_learning_materials,initial_access_information_handbook,initial_access_reading_list,initial_access_week1,initial_access_week2,main_week,std_act_week3,no_of_times_week3,initial_access_week3,std_act_df5,no_of_times_week4,initial_access_week4,std_act_week4,std_act_week5,std_act_week6,std_act_week7,no_of_times_week5,no_of_times_week6,no_of_times_week7,initial_access_week5,initial_access_week6,initial_access_week7,std_act_week8,no_of_times_week8,initial_access_week8,std_act_week9,no_of_times_week9,initial_access_week9,std_act_week10,no_of_times_week10,initial_access_week10,std_act_week_11_feedback,no_of_times_week11_feedback,initial_access_week11_feedback
60.0,India,1993,Female,CAH10-01	Engineering,61,17/10/22 - 23/10/22,0.15944499999999998,1.8572216666666665,0.0,0.0,0.0,0.0,0.0,02:01:00,02:13:55,3,7,0.0,0.008611666666666665,0.0,0.004723333333333334,0.0,0.0,0,5,0,2,0,0,NA,2022-10-17 11:49:43.590000,NA,2022-10-18 12:05:16.737000,NA,NA,week_3,1.5975,3.0,2022-10-17 11:49:47.705000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.0,Turkey,1996,Male,CAH17-01	Business and management,62,17/10/22 - 23/10/22,0.03138833333333333,0.0,0.0,0.031111666666666666,0.0,0.0,1.6844450000000002,01:44:49,02:13:55,6,6,0.0,0.0013883333333333332,0.0,0.001945,0.0,0.0,0,2,0,1,0,0,NA,2022-10-23 14:17:43.068000,NA,2022-10-23 14:39:10.785000,NA,NA,week_3,0.043054999999999996,1.0,2022-10-23 14:17:46.196000,1.4677783333333336,2.0,2022-10-23 14:29:03.054000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78.0,United Kingdom of Great Britain and Northern Ireland,1998,Female,CAH17-01	Business and management,63,17/10/22 - 23/10/22,0.0013883333333333332,2.9425000000000003,0.0,0.0275,0.0,0.0,0.0,02:58:17,02:13:55,1,1,0.0,0.0,0.000555,0.0,0.0,0.0,0,0,1,0,0,0,NA,NA,2022-10-18 14:07:13.954000,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61.0,Iran,1989,Female,CAH15-04	Health and social care,64,17/10/22 - 23/10/22,1.9511116666666668,1.7608333333333335,0.0,0.0,0.0,0.0,0.0,03:42:43,02:13:55,3,3,0.0,0.0036116666666666667,0.0,0.0,0.0,0.0013883333333333332,0,3,0,0,0,1,NA,2022-10-18 14:03:48.928000,NA,NA,NA,2022-10-18 14:03:59.353000,week_3,1.6900000000000002,2.0,2022-10-18 14:04:05.566000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55.0,Hong Kong (S.A.R.),2000,Male,"CAH13-01	Architecture, building and planning",65,17/10/22 - 23/10/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,02:13:55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.0,Hong Kong (S.A.R.),1995,Female,"CAH15-01	Sociology, social policy and anthropology",66,17/10/22 - 23/10/22,0.0,1.4930549999999998,0.0,0.0,0.0,0.006666666666666667,0.0,01:29:59,02:13:55,3,3,0.0,0.001945,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2022-10-18 14:15:38.079000,NA,NA,NA,NA,week_3,0.4708333333333333,3.0,2022-10-18 14:15:39.714000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58.0,India,1987,Female,CAH17-01	Business and management,67,17/10/22 - 23/10/22,0.06416666666666666,4.338888333333333,0.09888833333333333,0.0,0.0,0.0,0.0,04:30:07,02:13:55,4,10,0.0,0.004445,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2022-10-17 09:04:42.413000,NA,NA,NA,NA,week_3,0.07861166666666668,4.0,2022-10-17 09:04:48.493000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.0,Myanmar,1996,Female,CAH11-01	Computing,68,17/10/22 - 23/10/22,0.4961116666666667,1.748055,0.0,0.006111666666666666,0.0,0.0,0.0,02:15:01,02:13:55,3,4,0.0,0.005556666666666667,0.0,0.0,0.0,0.48111166666666666,0,5,0,0,0,3,NA,2022-10-17 16:08:00.446000,NA,NA,NA,2022-10-17 16:08:02.141000,week_3,1.5063883333333332,2.0,2022-10-18 14:06:14.957000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.0,United Kingdom of Great Britain and Northern Ireland,1992,Male,CAH10-01	Engineering,69,17/10/22 - 23/10/22,0.0,0.0047216666666666665,0.0,0.0,0.0,0.0,0.0,00:00:17,02:13:55,2,2,0.0,0.0008333333333333334,0.0,0.0,0.0,0.0,0,1,0,0,0,0,NA,2022-10-18 13:51:58.233000,NA,NA,NA,NA,week_3,0.0,1.0,2022-10-18 13:52:01.492000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.0,Nigeria,1995,Male,CAH15-02	Economics,70,17/10/22 - 23/10/22,0.0,1.8597216666666665,0.0,0.0,0.0,0.0,0.0,01:51:35,02:13:55,2,2,0.0,0.0025,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2022-10-18 14:13:06.397000,NA,NA,NA,NA,week_3,1.5436116666666668,3.0,2022-10-18 14:13:08.083000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.0,Viet Nam,1998,Male,CAH15-02	Economics,71,17/10/22 - 23/10/22,0.03222166666666667,1.59,0.0,0.0,0.0,0.0,0.0,01:37:20,02:13:55,4,6,0.0,0.0022233333333333332,0.0,0.0,0.0,0.0,0,5,0,0,0,1,NA,2022-10-17 14:33:46.676000,NA,NA,NA,2022-10-17 14:34:00.122000,week_3,1.5375,4.0,2022-10-17 14:33:50.152000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.0,India,1984,Male,"CAH06-01	Agriculture, food and related studies",72,17/10/22 - 23/10/22,0.7941666666666667,0.049445,0.0,0.07416666666666667,0.0,0.0,0.0,00:55:04,02:13:55,6,9,0.0,0.009445000000000002,0.0,0.00027833333333333334,0.0,0.0,0,5,0,1,0,0,NA,2022-10-17 20:40:17.300000,NA,2022-10-20 23:35:05.808000,NA,NA,week_3,0.056945,3.0,2022-10-17 20:40:19.717000,0.0375,2.0,2022-10-20 23:34:56.236000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64.0,India,1997,Female,CAH10-01	Engineering,73,17/10/22 - 23/10/22,0.0,0.0,1.8555549999999998,0.0,0.0,0.0,0.0,01:51:20,02:13:55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.0,Sri Lanka,1986,Female,CAH17-01	Business and management,74,17/10/22 - 23/10/22,1.669445,1.7622216666666666,0.0,0.0,0.0,0.0,0.001945,03:26:01,02:13:55,3,5,0.0,1.28639,0.0,0.0,0.0,0.37861000000000006,0,5,0,0,0,2,NA,2022-10-17 10:01:40.576000,NA,NA,NA,2022-10-17 11:18:32.584000,week_3,1.5094450000000001,3.0,2022-10-18 14:08:36.292000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.0,Sri Lanka,1980,Male,CAH17-01	Business and management,75,17/10/22 - 23/10/22,0.0725,4.348609999999999,0.0,0.029445,0.0,0.0,0.0,04:27:02,02:13:55,4,9,0.0,0.005278333333333333,0.0,0.0,0.0,0.065,0,5,0,0,0,2,NA,2022-10-17 10:40:28.961000,NA,NA,NA,2022-10-17 10:40:31.689000,week_3,1.0838883333333333,3.0,2022-10-18 11:26:43.113000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61.0,Poland,1996,Male,CAH02-05	Medical sciences,76,17/10/22 - 23/10/22,0.0,2.705,0.0,0.0,0.0,0.0,0.0,02:42:18,02:13:55,2,2,0.0,0.0008333333333333334,0.0,0.0,0.0,2.6947216666666667,0,1,0,0,0,1,NA,2022-10-18 14:28:34.909000,NA,NA,NA,2022-10-18 14:28:38.290000,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77.0,Sri Lanka,1990,Male,CAH17-01	Business and management,77,17/10/22 - 23/10/22,0.0013883333333333332,2.146666666666667,0.0,0.0,0.0,0.0,0.0,02:08:53,02:13:55,3,5,0.0,0.001945,0.0,0.0,0.0,0.0,0,4,0,1,0,0,NA,2022-10-18 13:46:39.966000,NA,2022-10-18 14:03:31.003000,NA,NA,week_3,1.6347216666666666,3.0,2022-10-18 13:46:41.246000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.0,Pakistan,1992,Male,CAH10-01	Engineering,78,17/10/22 - 23/10/22,0.0,0.0,0.0047216666666666665,0.0,0.0,0.0,0.0,00:00:17,02:13:55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.0,India,1994,Female,CAH15-02	Economics,79,17/10/22 - 23/10/22,0.016944999999999998,0.9991666666666668,0.0,0.0,0.0,0.0,0.0,01:00:58,02:13:55,4,7,0.0,0.004723333333333334,0.0,0.0,0.0,0.43833333333333335,0,4,0,0,0,2,NA,2022-10-18 08:24:26.489000,NA,NA,NA,2022-10-18 08:24:30.804000,week_3,0.0,1.0,2022-10-18 14:13:15.697000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.0,Nigeria,1988,Male,CAH10-01	Engineering,80,17/10/22 - 23/10/22,0.0,1.5944450000000001,0.0,0.0,0.0,0.0,0.0,01:35:40,02:13:55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73.0,India,1989,Female,CAH11-01	Computing,81,13/02/23 - 19/02/23,0.16916666666666666,0.0,0.0,0.0,0.021111666666666664,0.0,0.0033333333333333335,00:11:37,00:23:09,5,6,0.0,0.0027783333333333336,0.000555,0.0,0.0,0.004166666666666667,0,3,1,0,0,1,NA,2023-02-17 18:59:34.570000,2023-02-19 06:54:23.303000,NA,NA,2023-02-17 18:59:36.489000,week_3,0.0,1.0,2023-02-19 06:54:29.111000,0.0033333333333333335,1.0,2023-02-17 18:59:57.142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.6,Nigeria,1985,Female,CAH09-01	Mathematical sciences,82,13/02/23 - 19/02/23,0.2322216666666667,1.7327783333333333,0.16138833333333336,0.09444500000000002,0.0,0.0,0.0,02:13:15,00:23:09,2,8,0.0,0.03611,0.0,0.0,0.0,0.0,0,6,0,0,0,0,NA,2023-02-14 13:52:57.385000,NA,NA,NA,NA,week_3,1.6597216666666665,5.0,2023-02-14 13:54:01.669000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.2,Nigeria,1996,Female,CAH07-01	Physics and astronomy,83,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.0,India,1999,Male,CAH11-01	Computing,84,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.8,Nigeria,1993,Male,"CAH02-02	Pharmacology, toxicology and pharmacy",85,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74.0,Cameroon,1997,Male,CAH10-03	Materials and technology,86,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74.6,Egypt,1996,Male,CAH10-01	Engineering,87,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.6,Nigeria,1980,Male,CAH10-01	Engineering,88,13/02/23 - 19/02/23,0.04722166666666667,0.0,0.0,2.498055,0.03805499999999999,0.0,0.0,02:34:59,00:23:09,3,8,0.0,0.029721666666666667,0.0,0.0,0.0,0.5422233333333334,0,7,0,0,0,3,NA,2023-02-13 05:40:02.642000,NA,NA,NA,2023-02-13 05:40:38.354000,week_3,0.028888333333333335,3.0,2023-02-13 05:41:39.934000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.0,Thailand,1997,Male,CAH11-01	Computing,89,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.07888833333333332,00:04:44,00:23:09,1,1,0.0,0.010833333333333334,0.0,0.0,0.0,0.0,0,1,0,0,0,0,NA,2023-02-19 22:46:30.647000,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68.2,Pakistan,1995,Male,CAH11-01	Computing,90,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73.6,Sri Lanka,1994,Male,CAH17-01	Business and management,91,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57.0,Nigeria,1992,Male,NA,92,13/02/23 - 19/02/23,0.005,0.0,0.011111666666666667,0.0,0.003055,0.0,0.0,00:01:09,00:23:09,3,7,0.0,0.0052766666666666665,0.0,0.0,0.0,0.0,0,4,0,0,0,0,NA,2023-02-13 14:51:01.071000,NA,NA,NA,NA,week_3,0.0,3.0,2023-02-13 14:51:03.336000,0.005278333333333333,1.0,2023-02-15 07:18:44.432000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.4,Sri Lanka,1986,Male,CAH11-01	Computing,93,13/02/23 - 19/02/23,0.0,0.0,0.014166666666666666,0.0,0.0,0.0,0.0,00:00:51,00:23:09,5,5,0.0,0.0016666666666666668,0.0008333333333333334,0.0,0.005278333333333333,0.003888333333333333,0,3,1,0,1,1,NA,2023-02-15 19:51:22.906000,2023-02-15 19:51:48.832000,NA,2023-02-15 19:51:24.969000,2023-02-15 19:51:54.295000,week_3,0.0,1.0,2023-02-15 19:52:10.937000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74.8,India,1984,Female,CAH10-01	Engineering,94,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.5377783333333334,1.3486116666666668,0.0,01:53:11,00:23:09,3,5,0.0,0.005,0.0,0.0,0.0,0.0,0,6,0,0,0,0,NA,2023-02-17 22:57:27.580000,NA,NA,NA,NA,week_3,1.1136116666666667,5.0,2023-02-17 22:57:30.813000,0.01,1.0,2023-02-17 23:08:55.704000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68.4,Nigeria,1980,Female,CAH03-01	Biosciences,95,13/02/23 - 19/02/23,0.05388833333333333,0.0,0.0,0.14333333333333334,2.4425000000000003,0.200555,2.250555,05:05:26,00:23:09,6,20,0.0,0.04,0.0016666666666666668,0.0,0.0,0.01583333333333333,0,11,1,0,0,1,NA,2023-02-13 19:10:54.840000,2023-02-16 02:15:27.410000,NA,NA,2023-02-19 06:53:19.974000,week_3,2.3711116666666667,8.0,2023-02-13 19:11:12.759000,0.04639,4.0,2023-02-17 01:49:42.461000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73.4,Sri Lanka,1998,Male,CAH11-01	Computing,96,13/02/23 - 19/02/23,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,00:00:15,00:23:09,3,3,0.0,0.0013883333333333332,0.000555,0.0,0.0,0.0,0,1,1,0,0,0,NA,2023-02-13 09:04:33.668000,2023-02-13 09:04:32.166000,NA,NA,NA,week_3,0.0,1.0,2023-02-13 09:04:38.330000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72.4,Bolivia,1998,Male,CAH10-01	Engineering,97,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76.0,Spain,1994,Female,"CAH24-01	Media, journalism and communications",98,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73.8,Turkey,1987,Male,CAH17-01	Business and management,99,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76.4,Turkey,1990,Male,CAH15-02	Economics,100,13/02/23 - 19/02/23,0.0,0.0,0.0,0.06888833333333334,0.0,0.015554999999999998,0.0,00:05:04,00:23:09,3,4,0.0,0.0036116666666666667,0.0,0.0,0.0,0.0,0,2,0,0,0,0,NA,2023-02-16 13:45:38.022000,NA,NA,NA,NA,week_3,0.0525,1.0,2023-02-16 13:45:42.383000,0.007221666666666667,1.0,2023-02-18 20:27:20.308000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60.0,Nigeria,1999,Male,CAH10-01	Engineering,101,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65.0,Nigeria,1995,Male,CAH07-01	Physics and astronomy,102,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.012223333333333333,00:00:44,00:23:09,4,6,0.0,0.0022216666666666665,0.000555,0.0,0.0,0.0022216666666666665,0,3,1,0,0,1,NA,2023-02-19 12:34:36.372000,2023-02-19 12:34:34.233000,NA,NA,2023-02-19 12:34:41.633000,week_3,0.0,2.0,2023-02-19 12:34:51.177000,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.6,Nigeria,1997,Female,CAH07-02	Chemistry,103,13/02/23 - 19/02/23,0.28611166666666665,0.0,0.0,0.8133333333333332,0.0,0.0,0.0,01:05:58,00:23:09,3,6,0.0,0.0030566666666666663,0.0,0.0,0.0,0.0,0,3,0,0,0,0,NA,2023-02-13 14:49:42.041000,NA,NA,NA,NA,week_3,1.0519450000000001,3.0,2023-02-13 14:49:49.121000,0.0011116666666666666,1.0,2023-02-16 19:52:37.537000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62.8,Nigeria,1976,Male,CAH11-01	Computing,104,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71.8,Sri Lanka,1977,Male,CAH09-01	Mathematical sciences,105,13/02/23 - 19/02/23,0.025555,0.0,0.0,0.0,0.0,0.0,0.0,00:01:32,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.0,Nigeria,1986,Female,CAH03-01	Biosciences,106,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.4,Bangladesh,1999,Male,CAH11-01	Computing,107,13/02/23 - 19/02/23,0.064445,0.08472333333333333,0.01,0.0,0.003888333333333333,0.5077783333333333,0.5577783333333333,01:13:43,00:23:09,4,12,0.0,0.48611000000000004,0.0052766666666666665,0.0,0.0,0.0,0,3,5,0,0,0,NA,2023-02-18 04:04:27.354000,2023-02-14 02:12:59.810000,NA,NA,NA,week_3,0.0,1.0,2023-02-14 02:13:54.473000,0.5283333333333333,5.0,2023-02-14 02:13:05.024000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74.0,India,1997,Female,CAH11-01	Computing,108,13/02/23 - 19/02/23,0.0,0.001945,0.0,0.0,0.0,0.0,0.0,00:00:07,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52.6,United States of America,1997,Male,CAH03-02	Sport and exercise sciences,109,13/02/23 - 19/02/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:23:09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,week_3,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
